age,workclass,fnlwgt,education-num,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income
50,2,226735,10,2,10,2,1,0,0,70,1
43,3,151089,9,2,11,4,1,0,0,50,0
21,2,244312,5,4,2,4,1,0,0,30,0
33,2,209317,5,4,7,4,1,0,0,45,0
48,2,99096,10,0,0,4,0,0,1590,38,0
22,2,374116,9,4,8,4,0,0,0,36,0
29,2,205249,14,2,3,1,1,0,0,40,0
42,4,326083,11,2,9,4,1,0,0,40,0
28,4,183523,9,2,2,4,1,0,0,50,0
36,2,350783,9,4,9,4,0,0,0,38,0
66,1,140849,9,6,7,4,0,0,0,25,0
44,2,175943,13,2,9,4,0,0,0,20,0
45,1,125933,10,0,0,2,0,0,0,40,0
49,2,225124,9,0,7,2,0,0,0,40,0
36,2,272090,13,0,9,4,0,0,0,45,0
48,2,40666,7,2,5,4,1,0,0,60,0
19,2,35245,9,4,13,4,1,0,0,40,0
36,2,167482,13,2,0,4,1,0,0,40,1
41,2,204662,14,2,3,4,1,0,0,45,1
32,2,291147,10,2,11,4,1,0,0,50,0
49,2,179869,9,2,2,4,1,0,0,40,1
51,4,205100,9,2,3,4,0,0,0,40,0
20,2,352139,10,0,7,4,0,0,0,29,0
39,2,111268,13,4,0,4,0,0,0,40,0
38,2,247111,9,2,12,4,1,0,0,40,1
19,2,271446,10,4,7,4,0,0,0,25,0
29,1,132412,13,4,5,4,1,0,0,40,0
52,3,74712,9,2,11,1,1,0,0,40,1
22,2,94662,11,4,2,4,1,0,0,44,0
44,3,33126,10,2,3,4,1,0,0,80,0
43,2,133584,9,0,2,4,1,0,0,40,0
41,1,103759,10,2,13,4,1,3942,0,40,0
40,2,374367,11,5,11,2,1,0,0,44,0
40,2,179666,13,4,3,4,1,0,0,30,0
18,2,99219,7,4,11,4,0,0,0,15,0
57,3,180211,15,2,9,1,1,0,0,50,1
54,1,219276,13,2,3,1,1,0,0,40,1
44,2,150011,13,0,9,4,0,0,0,40,0
20,2,231231,10,4,11,4,1,0,0,30,0
40,2,182217,10,2,7,4,0,0,0,40,0
29,2,277342,10,4,13,4,1,0,0,40,0
22,2,140001,13,4,0,4,1,0,0,40,0
44,2,99651,14,2,3,4,1,5178,0,40,1
45,2,223319,10,0,11,4,1,0,0,45,0
52,2,235307,13,2,9,4,1,0,0,40,1
57,2,206343,9,5,6,4,1,2174,0,40,0
51,1,156003,9,0,10,4,1,0,0,40,0
23,2,529223,13,4,11,2,1,0,0,10,0
22,2,202871,11,2,7,4,1,0,0,44,0
37,2,58337,10,0,3,4,0,0,0,40,1
58,0,298643,9,0,0,2,0,0,0,40,0
61,2,191188,6,6,4,4,1,0,0,20,0
30,2,96287,14,4,9,4,0,0,0,45,0
23,2,104443,10,4,0,4,0,0,0,40,0
30,2,323054,6,0,7,0,1,0,0,40,0
18,2,95917,9,4,7,4,1,0,0,25,0
34,2,238305,10,2,7,4,0,0,1628,12,0
23,2,49296,9,4,5,2,1,0,0,40,0
23,2,50953,10,4,8,4,0,0,0,10,0
57,2,124507,13,2,11,4,1,0,0,55,1
58,2,239523,9,2,3,4,1,0,0,45,1
59,4,309124,9,2,13,4,1,0,0,40,1
27,2,240172,13,3,0,4,1,0,0,40,0
50,2,105010,13,2,4,4,1,0,0,45,1
44,1,135056,14,0,9,4,0,0,0,16,0
25,2,178478,13,4,12,4,0,0,0,40,0
33,2,23871,9,0,7,4,0,0,0,30,0
22,2,362309,10,4,7,4,1,0,0,35,0
21,2,257781,10,4,2,4,1,0,1719,30,0
44,2,175669,7,2,9,4,0,5178,0,36,1
50,2,297906,10,2,11,1,1,0,0,50,1
44,2,230684,9,2,13,4,1,0,0,45,0
41,2,170866,13,2,3,4,1,0,0,50,1
54,1,182543,10,6,0,4,0,0,0,40,0
60,4,236470,4,2,4,4,1,0,0,40,0
58,2,33725,14,0,9,4,1,0,0,20,0
27,2,188941,10,2,12,4,1,3908,0,40,0
43,2,206878,9,4,0,4,0,0,0,60,0
33,1,173806,12,2,5,4,1,0,0,40,0
24,2,190709,10,2,13,4,1,0,0,65,0
41,2,149102,9,4,13,4,1,0,0,40,0
21,2,25265,9,4,2,4,1,0,0,40,0
39,2,100669,10,2,2,1,1,0,0,40,0
27,3,114158,13,4,3,4,0,0,0,40,0
50,2,228057,9,2,13,4,1,0,0,40,0
20,2,54012,9,4,5,4,1,0,0,40,0
46,0,219967,13,2,3,4,1,0,0,40,1
49,2,239865,7,2,13,4,1,0,0,40,0
35,5,119421,13,2,3,4,0,0,0,35,1
56,4,220187,10,2,7,4,1,0,0,45,1
41,1,33068,14,0,9,4,1,0,1974,40,0
41,4,277783,10,0,2,4,1,0,2001,50,0
42,2,175515,9,2,2,4,1,0,0,40,0
58,1,271795,4,2,2,4,1,0,0,40,0
43,2,70055,10,2,0,4,1,0,0,40,0
25,2,352806,9,0,7,4,0,0,0,40,0
57,2,266189,9,0,0,4,0,0,0,42,0
49,2,102945,4,6,6,4,0,0,0,40,0
23,2,173851,10,2,5,4,1,0,0,40,0
59,2,144092,9,2,2,4,1,0,0,40,0
50,2,198681,10,2,13,4,1,0,0,70,1
33,2,351810,13,4,9,4,0,0,0,45,0
52,2,180142,14,2,12,4,1,0,0,45,0
37,3,175360,9,2,2,4,1,0,0,40,1
30,3,224498,9,0,0,4,0,0,0,40,0
39,3,154641,9,0,2,4,1,0,0,60,0
54,1,152540,10,0,2,4,1,0,0,42,0
52,2,217663,9,2,11,4,1,0,0,45,1
22,1,138575,9,4,10,4,1,0,0,56,0
65,2,101104,9,2,11,4,1,9386,0,10,1
32,2,44677,13,4,0,4,1,0,0,40,0
25,2,456618,4,4,6,4,1,0,0,40,0
34,2,227282,10,4,2,4,1,0,0,40,0
47,2,27624,11,4,7,4,0,0,0,55,0
24,2,281403,9,4,4,4,1,0,0,98,0
63,0,39181,16,0,3,4,0,0,2559,60,1
48,2,377140,3,4,8,4,0,0,0,35,0
26,2,299810,9,4,11,4,0,0,0,50,0
28,2,181916,10,5,6,4,1,0,0,40,0
23,2,237044,9,4,7,2,1,0,0,12,0
57,3,123053,15,2,9,1,1,15024,0,50,1
64,5,269512,13,0,12,4,1,0,0,40,0
28,2,44767,13,4,3,4,1,0,0,50,1
28,2,67218,4,2,11,4,1,0,0,40,0
34,2,176992,10,2,6,4,1,0,0,40,0
38,4,43712,7,2,3,4,1,0,1887,45,1
44,2,379919,12,2,4,4,1,0,0,60,1
34,2,104509,11,4,9,4,0,1639,0,20,0
18,2,212370,9,2,2,4,1,0,0,25,0
36,2,179666,8,2,2,3,1,0,0,40,0
73,4,233882,9,2,4,1,1,0,2457,40,0
24,2,197387,9,4,7,4,1,0,0,40,0
29,1,220656,13,2,3,2,1,0,0,40,1
33,2,181091,10,2,9,4,1,0,0,40,0
57,0,135028,9,5,0,2,0,0,0,35,0
41,2,185057,11,4,2,4,0,0,0,40,0
55,2,106498,6,6,13,2,0,0,0,35,0
21,2,203003,6,2,2,4,1,0,0,40,0
36,4,223789,14,2,9,4,1,0,0,45,1
26,2,184026,10,4,9,3,1,0,0,50,0
40,2,65866,10,0,12,4,0,0,213,40,0
32,2,372692,9,2,2,4,1,0,0,40,0
21,2,45607,10,4,7,4,0,0,0,40,0
59,5,303176,10,2,3,4,1,0,2179,40,0
29,2,138190,9,4,11,2,0,0,1138,40,0
29,4,212895,10,0,6,4,1,0,0,48,0
59,3,31359,14,2,3,4,1,15024,0,80,1
58,2,147989,9,2,13,4,1,0,0,40,1
47,2,145290,9,2,6,4,1,0,0,45,0
44,2,262684,9,0,0,4,0,0,1504,45,0
31,2,132601,9,4,7,4,1,0,0,40,0
42,4,30759,9,2,2,4,1,0,0,35,0
19,2,319889,9,4,7,4,1,0,0,25,0
66,2,29431,9,2,11,4,1,0,0,50,0
41,2,111483,9,2,6,4,1,0,0,45,0
22,2,184756,10,4,11,4,0,0,0,30,0
31,2,651396,9,4,11,4,0,0,1594,30,0
30,2,187560,13,4,11,4,1,0,0,40,0
36,4,84848,9,5,7,4,0,0,0,16,0
41,5,88913,12,0,9,1,0,0,0,36,0
19,2,73190,10,4,5,4,1,0,0,20,0
60,2,132529,9,2,7,4,1,0,0,40,0
24,2,214542,7,4,13,4,1,0,0,40,0
25,2,217006,7,2,6,4,1,0,0,40,0
52,2,169785,10,4,3,4,0,0,0,50,0
30,2,75573,13,4,3,4,0,0,0,45,0
37,2,239171,9,2,2,4,1,0,0,40,1
55,4,53566,16,0,3,4,0,0,0,30,0
20,2,117109,10,4,0,2,0,0,0,24,0
32,2,398019,4,4,8,4,0,0,0,15,0
18,2,114008,9,4,7,4,1,0,0,35,0
24,2,204653,10,4,2,4,1,0,0,40,0
33,1,254935,10,2,10,4,1,0,0,45,0
57,1,198145,14,2,10,4,1,0,0,14,1
53,2,174020,14,0,9,4,0,0,1876,38,0
19,2,451951,9,4,11,4,0,0,0,40,0
50,1,172175,15,2,9,4,1,0,0,40,1
27,2,209472,13,4,3,4,1,0,0,50,0
40,2,336707,11,5,2,4,0,0,0,60,0
47,3,156728,9,2,11,4,1,0,0,55,0
39,0,290321,11,2,9,4,1,0,0,50,0
49,5,206577,10,0,0,4,1,0,0,40,0
28,4,149324,10,2,9,4,1,0,0,7,0
50,2,98975,13,2,3,4,1,15024,0,40,1
28,2,181659,7,4,13,4,1,0,0,50,0
30,2,174789,9,2,11,4,1,0,0,40,0
47,2,102308,14,2,3,4,1,99999,0,50,1
39,2,184801,13,2,9,4,1,0,0,40,1
37,2,176014,9,2,11,4,1,0,0,50,0
50,2,256861,9,2,11,4,1,0,0,80,0
37,2,239397,6,2,6,4,1,0,0,40,0
26,2,233777,9,2,6,4,1,0,0,40,1
55,2,236520,11,2,2,4,1,0,0,40,1
46,2,70754,13,2,9,4,1,0,0,40,1
32,2,245378,9,2,11,4,1,0,0,60,0
26,2,176729,13,4,2,4,1,0,0,45,1
32,2,154120,9,2,13,4,1,7298,0,40,1
43,2,88913,10,4,5,1,0,1055,0,40,0
19,2,517036,9,0,2,4,0,0,0,40,0
38,2,436361,9,0,7,4,0,0,0,75,0
38,2,231037,3,2,11,4,1,0,0,40,0
65,2,209831,11,2,0,4,0,0,0,40,0
70,4,143833,10,2,3,4,1,0,2246,40,1
44,2,215468,13,5,6,2,0,0,0,7,0
32,2,200700,10,4,11,4,1,0,0,50,0
30,1,191777,9,4,10,2,0,0,0,40,0
49,0,195437,12,2,0,4,1,0,0,60,1
23,2,149396,9,4,0,2,0,0,0,40,0
25,2,104746,10,2,5,4,1,0,0,16,0
19,2,108147,10,4,0,4,0,0,0,15,0
27,2,238859,11,4,2,4,1,0,0,40,0
43,5,23157,9,4,13,4,1,0,0,60,0
38,2,497788,9,2,2,4,1,0,0,50,0
42,2,141558,14,2,9,4,1,0,0,60,0
33,0,117963,13,4,0,4,1,0,0,38,0
30,2,232356,13,2,3,4,1,0,0,40,1
29,2,157941,13,4,12,4,1,0,0,40,0
30,2,103642,7,2,2,4,1,0,0,40,0
26,2,169727,9,2,12,4,1,0,0,40,0
43,2,274731,13,2,9,4,1,0,0,40,1
30,2,161572,9,2,7,4,0,0,0,45,0
38,2,48779,10,2,13,4,1,0,0,40,1
48,2,141511,14,2,3,4,1,0,0,40,1
57,2,314153,13,2,11,4,1,0,1887,55,1
30,2,168334,9,2,11,4,0,0,0,30,0
42,1,267252,14,5,3,2,1,0,0,45,1
31,4,312055,9,2,3,4,1,0,0,70,0
32,2,207937,10,4,2,4,1,0,0,40,0
28,2,232653,13,2,3,4,1,0,0,40,0
63,2,246841,9,2,5,4,1,0,0,40,0
32,2,154087,9,2,13,4,1,0,0,40,0
20,2,199011,10,4,5,4,1,0,0,12,0
51,4,205100,14,2,9,4,0,0,0,30,1
36,2,177907,13,4,7,4,1,2176,0,20,0
24,2,50400,10,2,11,0,1,0,0,40,0
41,1,97064,11,0,0,4,0,0,0,44,0
21,2,65038,9,4,6,4,1,0,0,40,0
27,2,292472,10,4,2,1,1,0,1876,45,0
17,2,225211,5,4,7,2,1,0,0,35,0
45,2,320192,2,2,7,4,0,0,0,40,0
39,5,119421,9,5,0,4,0,0,625,35,0
21,2,83580,10,4,9,0,0,0,0,4,0
29,2,133696,13,4,9,4,1,8614,0,45,1
39,2,141584,14,4,11,4,1,0,2444,45,1
42,2,529216,9,5,13,2,1,0,0,40,0
22,2,390817,3,2,2,4,1,0,0,40,0
59,2,155976,9,6,0,4,0,0,0,40,0
40,2,221172,14,2,3,4,1,0,0,65,1
45,2,270842,10,0,7,4,0,0,0,40,0
35,2,82622,9,0,3,4,1,0,0,50,0
58,2,371064,9,2,4,4,1,0,0,20,0
45,2,54744,10,2,2,4,1,0,1848,40,1
29,2,22641,9,2,6,0,1,0,0,45,0
21,2,218957,7,4,2,4,1,0,0,45,0
51,2,441637,9,2,12,4,1,0,0,40,0
34,1,143699,10,2,7,4,0,0,0,40,0
40,2,183096,13,0,0,4,0,0,0,35,0
45,2,97176,7,0,0,4,0,0,0,16,0
38,4,122493,6,2,11,4,1,0,1887,40,1
22,2,311376,13,4,0,4,0,0,0,40,0
37,2,78928,5,2,7,4,1,3137,0,40,0
62,2,123582,6,0,7,4,0,0,0,40,0
32,0,174215,13,4,3,4,0,0,0,60,0
36,2,183902,13,2,9,4,0,0,0,4,1
43,2,247880,9,4,2,4,1,0,0,40,0
37,2,256636,9,2,13,4,1,0,0,40,0
28,2,22422,9,4,13,4,1,0,0,55,0
47,1,194360,9,2,7,4,0,0,0,7,1
59,2,247187,9,0,0,4,0,0,0,40,0
35,2,63921,9,2,6,4,1,0,0,40,0
35,2,224889,13,2,11,4,1,0,0,40,0
29,4,178564,13,4,9,4,1,0,0,40,0
57,2,47619,12,0,9,2,0,0,0,40,0
41,2,92775,13,2,3,4,1,0,0,60,1
37,2,50837,14,2,9,4,1,0,0,45,1
20,1,235894,10,4,4,4,1,0,0,40,0
44,2,244974,9,2,11,4,1,0,0,60,0
20,1,526734,9,4,0,4,0,0,0,30,0
38,4,243484,13,2,0,4,0,0,0,28,1
23,2,201664,9,2,0,4,1,0,0,40,0
24,2,234640,9,3,11,4,0,0,0,36,0
46,2,268022,13,2,11,4,1,0,0,40,1
32,1,223267,9,2,13,4,1,0,0,40,0
21,4,99199,9,2,2,4,1,0,0,40,0
32,2,137076,10,2,11,4,1,0,0,40,0
41,2,115411,10,0,11,4,1,2174,0,45,0
51,2,313146,9,2,6,4,1,0,0,40,0
69,4,29980,4,4,4,4,1,1848,0,10,0
39,3,543042,9,2,2,4,1,5178,0,50,1
43,2,271807,10,0,2,4,1,0,0,40,0
51,0,97934,13,2,4,4,1,5178,0,40,1
43,2,191196,9,0,7,4,1,0,0,40,0
35,4,264627,7,0,3,4,0,0,0,84,0
32,2,183801,9,0,2,4,1,0,0,40,0
25,2,209227,13,4,9,4,0,0,0,21,0
64,2,216208,10,6,11,4,0,0,0,40,0
28,2,377095,13,2,3,4,0,0,0,40,0
44,2,317535,2,2,10,4,1,0,0,40,0
40,2,247880,13,2,12,4,1,0,0,40,1
21,2,152246,10,4,5,1,1,0,0,40,0
23,2,428299,9,4,2,4,1,0,0,40,0
23,2,161708,10,4,7,4,0,0,0,20,0
19,2,167859,9,4,7,2,1,0,0,40,0
61,2,85194,10,2,12,4,1,0,0,25,0
47,3,119471,4,4,2,3,1,0,0,40,0
39,2,117683,6,2,5,4,1,0,0,45,0
51,2,139347,9,2,0,4,0,7688,0,40,1
25,2,427744,6,2,3,4,1,0,0,40,0
33,2,122116,9,2,11,4,1,0,0,45,0
34,5,227931,10,0,0,4,0,0,0,38,0
54,4,226497,10,2,11,4,1,0,0,50,0
24,2,83783,13,4,12,4,0,0,0,40,0
28,2,197113,9,4,6,3,1,0,0,50,0
33,2,204742,10,2,11,4,1,0,0,44,0
31,2,213179,9,2,13,4,1,0,0,60,1
70,3,188260,9,2,3,4,1,0,0,16,0
43,2,298161,9,2,6,4,0,0,0,40,0
36,2,143774,10,2,0,4,0,0,0,12,1
50,1,139296,7,4,2,4,1,0,0,40,0
21,2,152389,10,4,7,2,0,0,0,30,0
31,2,309974,10,5,12,2,0,0,0,40,0
39,2,270059,10,0,0,4,0,0,0,35,0
29,2,130045,4,2,7,4,0,0,0,40,0
39,2,188038,10,0,5,4,1,0,0,40,0
17,2,168203,4,4,4,3,1,0,0,40,0
46,2,171807,10,0,11,4,0,0,0,40,0
62,2,186696,9,2,2,4,1,0,0,40,0
32,2,177531,6,0,7,2,0,0,0,23,0
28,2,115464,9,4,7,2,0,0,0,40,0
19,2,501144,10,4,11,2,0,0,0,40,0
61,1,180079,16,2,3,4,1,4064,0,40,0
18,2,205894,10,4,11,4,1,0,0,25,0
39,4,218490,15,2,9,4,1,0,2415,50,1
24,1,203924,13,2,10,4,1,0,0,45,0
38,2,91857,10,2,2,4,1,0,0,41,0
38,2,229700,14,2,9,2,1,0,0,40,1
17,2,158704,6,4,11,4,1,0,0,20,0
28,2,190911,9,2,2,4,1,0,0,40,0
52,2,139176,9,2,11,4,1,0,0,8,0
61,2,119684,15,2,9,4,1,15024,0,20,1
69,2,124930,3,2,6,4,1,0,2267,40,0
19,2,168693,9,4,11,4,0,0,0,25,0
26,2,250038,10,2,0,4,1,0,0,40,1
34,3,353927,10,2,3,4,1,0,0,40,1
70,2,216390,5,2,6,4,0,2653,0,40,0
21,2,230248,9,4,0,4,0,0,0,25,0
43,2,117728,9,2,2,4,1,0,0,44,0
52,2,115851,9,2,2,4,1,0,0,40,0
59,2,193335,9,2,2,4,1,0,0,40,1
21,2,203894,11,4,0,4,0,0,0,40,0
53,4,100109,14,2,3,4,1,0,1977,40,1
55,5,157639,10,2,10,4,1,0,0,40,1
46,3,235320,14,0,11,4,1,0,0,60,1
36,2,127686,9,5,0,4,0,0,0,37,0
39,2,28572,9,4,5,4,1,0,0,48,0
30,2,184687,9,4,9,4,0,0,0,30,0
22,2,267945,10,4,11,4,0,0,0,16,0
43,2,131899,13,2,3,4,1,0,0,40,1
36,2,192614,9,0,6,4,1,0,0,56,0
36,2,186808,13,2,2,4,1,0,0,40,1
50,2,44116,9,0,2,4,0,0,0,40,0
27,0,46442,13,4,10,4,0,0,0,35,0
46,0,78022,9,2,0,4,1,0,0,40,1
24,2,417668,13,4,9,4,1,0,0,20,0
41,2,223763,9,0,2,4,1,0,0,40,0
68,2,223851,9,2,0,4,1,0,0,24,0
38,1,115634,10,2,3,4,1,0,0,40,0
47,2,114459,9,2,11,4,1,0,0,40,1
41,2,197093,10,4,7,2,1,0,0,20,0
31,4,357145,16,4,9,4,0,0,0,48,0
29,2,59231,10,2,2,4,1,0,0,42,0
26,2,292303,9,4,5,4,0,0,0,40,0
51,2,122288,10,6,6,4,0,0,0,36,0
26,0,52322,13,4,12,3,1,0,0,60,0
27,1,105830,13,4,9,4,0,0,0,60,0
36,2,107125,9,2,12,4,1,0,0,50,0
28,0,281860,13,4,9,4,0,0,0,40,0
53,2,283320,13,0,12,4,0,0,0,40,0
40,5,26598,13,0,9,4,1,0,0,40,0
38,2,220783,9,0,7,4,0,0,0,20,0
53,2,208302,6,2,7,4,1,0,0,34,0
34,1,172664,9,2,2,4,1,0,0,40,0
43,2,54611,9,0,13,4,1,0,0,60,0
64,2,631947,6,2,0,4,1,0,0,40,0
21,2,394484,10,4,0,4,0,0,0,40,0
38,0,37683,15,4,9,1,0,99999,0,57,1
47,1,193012,14,0,10,2,1,0,0,50,1
48,2,143098,16,2,9,1,1,0,1902,40,1
57,2,84888,9,2,13,4,1,0,0,50,0
37,2,188503,13,4,0,4,0,0,0,35,0
37,2,337778,7,0,4,4,1,0,0,40,0
51,4,94432,9,2,4,4,1,0,0,55,1
32,2,168906,12,4,0,4,0,0,0,40,0
49,2,116143,9,2,6,4,1,0,0,40,0
52,2,128272,9,2,11,4,1,0,0,14,0
64,0,301383,12,2,3,4,1,9386,0,45,1
46,2,174995,9,0,0,4,0,0,0,45,0
24,5,289909,10,2,9,4,1,0,0,40,0
39,2,154641,13,2,3,4,1,0,0,45,1
23,2,209034,9,2,6,4,0,3942,0,40,0
30,2,203488,10,4,2,4,1,0,0,44,0
34,2,141118,14,0,9,4,0,0,0,60,1
30,2,169589,10,2,0,4,1,0,0,40,0
25,2,137645,13,4,11,2,0,0,0,40,0
58,1,489085,13,2,9,2,1,0,0,40,0
32,2,36302,10,2,0,4,1,0,0,50,0
37,2,253420,9,5,7,2,0,0,0,25,0
35,2,269300,9,5,7,2,0,0,0,40,0
18,2,282609,3,4,5,4,1,0,0,30,0
46,2,346978,13,0,9,4,0,0,0,40,0
71,2,182395,13,4,2,4,1,11678,0,45,1
44,2,205051,6,0,0,4,0,0,0,40,0
45,2,128736,6,0,11,4,0,0,0,40,0
40,2,236110,8,2,9,4,1,0,0,40,1
38,2,312271,13,2,9,4,1,0,0,50,1
52,2,126978,9,2,6,1,0,0,0,40,0
47,2,204692,9,2,2,4,1,0,0,40,0
49,2,195956,13,0,12,4,0,0,0,35,0
59,5,202682,9,2,11,4,1,0,0,40,0
22,2,231912,11,4,0,4,0,0,0,37,0
44,1,24982,10,2,3,4,1,0,0,40,1
76,2,278938,13,6,9,4,0,0,0,20,0
50,1,36489,6,4,7,4,1,0,0,40,0
33,1,154874,10,2,10,4,1,0,0,40,0
43,2,74581,9,2,2,4,1,0,0,48,1
27,2,311446,9,2,0,4,0,5178,0,40,1
37,3,162164,9,2,2,4,1,0,0,40,0
40,2,239708,7,2,13,4,1,0,0,55,0
49,4,162856,10,0,3,0,0,0,0,40,0
48,3,85109,10,4,2,4,1,0,0,45,0
49,2,169042,9,5,9,4,0,0,625,40,0
22,2,436798,10,2,12,4,1,0,0,40,0
42,2,345363,9,0,3,4,0,0,0,40,0
36,2,49837,10,0,9,4,0,0,0,40,0
30,5,180283,9,4,7,2,0,0,0,40,0
40,1,95639,9,4,2,0,1,0,0,40,0
42,2,33155,9,2,6,4,1,0,0,45,0
56,2,329059,9,2,6,4,1,0,0,40,1
55,2,24694,10,0,9,4,0,0,0,40,0
25,2,443855,9,2,7,4,1,0,0,40,0
33,2,301867,10,4,0,1,0,0,0,35,0
55,2,226875,9,2,11,4,1,4064,0,40,0
47,2,362835,13,2,11,4,1,0,0,60,1
23,2,180339,12,4,11,4,0,0,0,65,0
55,3,207489,13,0,11,4,0,0,0,50,0
43,2,336643,9,4,3,4,0,0,0,50,0
31,2,143653,11,2,11,4,1,0,0,50,0
62,5,101475,12,6,9,4,0,0,0,40,0
42,1,263871,9,2,0,4,1,0,0,8,0
38,4,77820,9,2,2,4,1,0,0,40,1
29,2,95465,9,4,12,4,1,0,0,42,0
26,2,257910,10,4,7,4,1,0,0,60,0
26,2,244372,9,2,0,4,0,0,0,52,1
37,4,126738,9,2,4,4,1,0,0,72,0
79,3,97082,8,6,11,4,1,18481,0,45,1
61,2,133164,4,4,7,4,1,0,0,48,0
28,4,104617,4,4,7,4,0,0,0,99,0
60,3,105339,13,2,3,4,1,7298,0,60,1
51,3,258735,9,0,10,4,1,0,0,81,0
34,2,182926,9,2,2,4,1,0,0,43,1
35,2,166193,9,0,6,4,1,0,0,40,0
27,1,206125,6,2,2,4,1,0,0,60,0
44,2,346594,9,0,7,4,0,0,0,40,0
25,2,108301,9,5,7,4,0,0,0,20,0
32,2,73498,4,0,7,4,0,0,0,40,0
36,2,129150,10,2,9,4,1,0,0,20,1
27,2,181280,14,4,5,4,1,0,0,30,0
40,2,146908,16,2,9,4,1,0,0,60,1
43,2,183765,10,0,12,4,1,0,0,40,1
25,2,164488,13,4,12,4,1,0,0,40,0
41,2,307468,9,2,13,4,1,0,0,50,0
30,2,93884,13,2,9,4,1,0,0,45,1
26,2,279833,13,4,3,4,1,0,2258,45,1
52,2,137658,7,2,6,3,1,0,0,40,0
32,2,101562,13,4,9,4,0,0,0,45,0
33,2,136331,9,2,5,4,1,0,0,40,0
35,2,259846,9,2,2,4,1,0,0,55,0
48,2,98719,9,6,7,4,0,0,0,44,0
62,4,168682,4,2,11,4,1,0,0,5,0
40,4,198953,12,4,9,2,0,0,0,2,0
28,2,173673,3,4,7,4,0,0,0,40,0
23,2,67958,10,4,7,4,0,0,0,30,0
50,0,98980,13,2,3,4,1,7298,0,40,1
51,5,94174,10,0,0,4,0,0,0,35,0
63,4,122442,10,2,7,4,1,0,0,48,0
63,0,154675,9,6,3,4,0,0,0,40,0
40,2,116632,9,0,11,4,1,0,0,60,1
40,2,169031,9,4,4,4,1,0,0,40,0
41,2,237452,13,2,9,4,0,0,0,15,1
41,2,216968,13,4,5,2,1,0,0,40,0
20,5,126822,10,4,9,4,0,0,0,15,0
28,2,51461,13,2,0,4,1,0,1887,40,1
35,2,54953,9,2,2,4,1,0,0,40,0
31,2,222654,13,2,3,4,1,0,0,40,0
34,2,37676,13,2,11,4,1,0,0,50,1
57,2,159319,14,2,3,4,1,0,0,50,1
28,2,125321,9,4,6,4,0,0,0,40,0
38,2,209609,10,2,12,4,1,0,0,40,1
37,2,224947,11,4,7,4,1,0,0,40,0
43,5,438427,10,0,0,2,0,0,0,40,0
26,4,384276,9,2,3,4,1,0,0,40,0
26,2,196805,10,2,13,2,1,0,0,65,0
27,2,242097,11,2,13,4,1,0,0,50,0
33,2,184306,13,2,9,4,1,0,0,45,0
45,2,161954,13,4,9,4,0,0,0,40,0
65,2,258561,13,2,7,4,1,0,0,20,0
57,4,95280,10,2,11,4,1,99999,0,45,1
59,2,212783,9,0,7,4,0,0,0,38,0
18,2,205004,10,4,7,4,1,0,0,26,0
44,1,387844,8,2,5,4,1,0,0,40,0
37,2,83880,10,4,2,4,1,0,0,40,0
27,2,161155,9,2,7,4,1,0,0,40,0
43,1,265698,13,2,9,4,0,0,0,45,1
59,3,146477,15,2,9,4,1,0,0,40,1
19,2,97261,9,4,4,4,1,0,0,40,0
36,5,437890,9,4,3,2,1,0,0,90,0
68,4,133736,10,2,11,4,1,20051,0,40,1
63,2,169983,7,6,11,4,0,2176,0,30,0
37,2,126675,10,2,3,4,1,0,0,57,0
46,1,175754,14,0,9,4,0,0,1876,60,0
31,2,121768,12,0,0,4,0,0,0,35,0
23,2,180052,9,4,7,4,1,0,0,40,0
22,2,124454,10,4,11,4,1,0,0,30,0
49,2,190115,9,2,11,4,1,0,1672,44,0
36,2,222584,9,0,0,2,0,0,0,40,0
38,2,22245,10,0,3,4,1,0,0,50,0
46,1,114160,14,2,3,4,1,0,1902,45,1
24,2,228960,12,4,0,4,0,0,0,40,0
26,2,132572,13,4,0,2,0,0,0,40,0
47,2,103020,4,2,6,3,0,0,0,40,0
40,2,187802,10,2,5,4,1,0,1887,40,1
31,1,50649,14,4,9,4,0,0,0,50,0
42,2,137698,3,3,4,4,1,0,0,35,0
48,3,30575,11,2,2,4,1,0,0,70,1
56,2,202220,10,5,12,2,0,0,0,38,0
50,2,50178,9,2,12,4,1,0,0,40,1
17,2,207791,6,4,5,4,1,0,0,20,0
21,2,540712,9,4,7,2,1,0,1719,25,0
50,2,321770,9,0,0,4,0,0,0,40,0
49,2,202053,9,0,11,4,0,0,0,32,0
34,2,143699,9,2,11,4,0,0,0,15,0
32,4,115066,9,2,11,4,1,0,0,60,1
28,2,223751,10,2,0,4,1,0,0,40,1
62,3,354075,13,2,3,4,1,0,0,50,1
23,2,32732,13,4,9,4,1,0,0,15,0
24,5,390867,14,4,9,2,0,0,0,40,0
31,2,101697,11,2,9,4,0,0,0,40,0
36,2,279721,9,2,13,4,1,0,0,40,0
58,2,223400,12,2,8,4,0,0,0,35,0
39,2,76417,14,2,9,4,1,0,0,40,1
21,2,78170,9,4,2,4,1,0,0,42,0
39,2,201410,9,2,5,4,1,0,0,40,0
21,2,189013,10,4,11,4,0,0,0,35,0
33,2,119913,11,2,9,4,1,0,0,40,1
37,2,549174,9,2,2,4,1,0,0,50,1
